test_example_id,story,predicted_gender
142,אני חובבת אוכל מושבעת  אוכל עייני דבר משמח  מקרב אנשים מסעדות הבילוי הכי טוב שיכול להיות  נורא סבלתי תקופת הקורונה המסעדות היו סגורות יכולתי לצאת לבלות כמו שאני אוהבת יש מסעדה אחת שהיא אהובה עליי מיוחד נורא התגעגעתי לאוכל שלהם  משהו קסום מקום הזה  טעמים אווירה בשירות הצוות  הקורונה הביאה עימה תקופה ארוכה מתסכלת הרבה טייק אווי  כלומר איסוף אוכל ממסעדות משלוחים הביתה  כמו שכולם יודעים  זה נחמד מאוד לאכול בית אבל משהו חסר  משהו אווירה המסעדה שחסר  הרצון לשבת חוץ  לאכול לקבל שירות  מסעדות שהן הרבה מעבר לאוכל טוב  המסעדות נפתחו יכולתי סוף סוף לצאת להנות מהבילוי המועדף עליי  מסעדה האהובה עליי  אחרי שבועיים מורטי עצבים הייתי צריכה לחכות לסיים החיסון השני לקבל אישור התו הירוק כדי שאוכל לשבת מסעדה  הזמנתי לבן זוגי מקום מסעדה האהובה עלינו כשהגענו למסעדה  כמובן שהתרגשנו מאוד הזמנו הרבה מנות כדי לפצות הזמן הזה שלא אכלנו שם  אני אכלתי מכל מנה מנה  מרוב ההתרגשות אותו ערב מכך שהייתי כבר שבעה מהאוכל  הקאתי מסעדה  התביישתי נורא הבן זוג שלי נהיה אדום ממש מרוב מבוכה  כמובן שהרבה אורחים עזבו המקום היה להם נעים לשבת אני ידעתי לעשות עצמי  הלכתי לשירותים לשטוף פנים הבן זוג שלי ינתיים עזר לצוות לנקות האזור ישיבה שלנו אחת העבודות החליקה מהקיא  היא התחילה לבכות אמרה שהיא חייבת ללכת הביתה  שהצוות לאותו ערב הצטמצם מסעדה הרבה לקוחות עזבו המקום  המנהל משמרת ממש זעם היה נחמד כלפינו ביקש שנעזוב המקום מידי הצענו העזרה שלנו התנצלנו  המנהל סירב ביקש שנעזוב  שחזרנו הביתה חשבנו לעצמנו שנכון עשינו פאדיחות  אבל הגיע לנו לקבל היחס הזה סופו דבר הדברים האלה יכולים לקרות לכל אחד החלטנו שלא מגיע להם שנלך אליהם יותר  יום למחר כבר התגעגענו הזמנו מקום שוב לשבוע לאחר מכן ,f
143,חודש מרץ  כאשר הקורונה התחילה להתפשט ארץ  הטיסה שלי אמא שלי לבודפשט התבטלה  לכן  כאשר הודיעו חודש אוקטובר  ממש הסגרים  שניתן לטוס לחו ל  אני אמא שלי כמעט חשבנו פעמיים הזמנו טיסה לסרביה ל 4 ימים  הטיסה הייתה יום למחרת  סרביה הייתה אחת ממעט המדינות שאיפשרו לתיירים להגיע אליהן ללא צורך בידוד  היה לנו היום להתארגן לטיסה מכיוון שהטיסה הייתה ערב  שאמנם הפסדנו יום אבל לפחות היה מספיק זמן להתארגנות לקראת הטיסה  כאשר הגענו לנתב ג  הוא היה מפוצץ  נראה שעוד הרבה אנשים היו ספונטניים כמונו  רוב האנשים שמרו ההנחיות  היו מסיכה מרו מרחק אחד מהשני  מטוס כמובן כבר היה אין מספיק מקום לשמירת מרחק אחד מהשני  הגענו לבלגרד ירת סרביה ערך שעה 21 00 היה יותר מידי לעשות היה כבר מאוחר התארגנו מהר מלון יצאנו לטייל קצת עיר  היה הבדל ניכר גישה לקורונה ישראל לבין הגישה לקורונה סרביה  היו המון אנשים רחוב חלקם היו מסיכות  יום למחרת קמנו  ישבנו בית קפה קצת התחלנו היום  עברנו דרך כיכר הרפובליקה המבצר לגרד פארק קאלמגדן שנמצא מסביב למבצר  הנוף היה מדהים  לארוחת צהרים אכלנו ץ ואף  תמיד אני טסה לחו ל אני משתדלת לטעום המאכלים המקומיים  המשכנו לטייל קצת אזור כיכר הרפובליקה חזרנו למלון להתארגנות לקראת הערב  ערב יצאנו לבר מקומי  האווירה הייתה ממש טובה הייתה הרגשה כאילו הקורונה קיימת  נראה שהמקומיים מאוד שמחו שארצם נפתחה לתיירות  יום השלישי פתחנו הבוקר בית קפה מקומי קפה פאי דובדבנים שחורים  הלכנו לקתדרלה האורתודוקסית סנט מיכאיל לאחר מכן הלכנו לכנסיית סנט סאבה  אחר הצהריים ילינו אזור סקאדרליה נהגו אמנים אנשי רוח לגור  להיפגש  לבלות לצייר מהלך סוף המאה ה 19 תחילת המאה ה 20  ראינו מספר גלריות נחמדות מעניינות  יום האחרון הטיסה שלנו הייתה שעות הצהריים  לכן היה לנו הרבה זמן לטייל  הלכנו לראות הארמון הישן שכיום הוא ניין העירייה  טיילנו מעט מרכז העיר  אכלנו ארוחת צהרים נסענו לכיוון שדה התעופה  אמנם היינו הרבה זמן סרביה יצאנו מחוץ לעיר אבל עדיין נהננו מאוד  חווית בת  טסנו לחו ל יחד  עולם ללא קורונה כנראה שסרביה הייתה המדינה הראשונה אליה הייתי רוצה לטוס אבל אני מאוד שמחה שטסתי לסרביה  מדינה יפיפייה מעניינת ,m
144,הסיפור מספר החוויה שלי עזבתי העבודה הקודמת  לפני כחצי שנה  עבדתי עבודה הראשונה שלי אחרי שהשתחררתי מהצבא  ליתר דיוק  שנים אחרי שסיימתי השירות הצבאי שלי  עבודה הייתי המקור ידע הגדול לכולם  שלב מסוים  אחרי שכל החברים עזבו  היה מקום לקבל אנשים חדשים אליי  הייתה מוטיבציה לעזור  לקראת סיום הזמן שלי עבודה  הודעתי למנהל הישיר שאני מתפטר  הצבתי עובדה שבעוד חודש  חוק  אני עוזב  המנהל הישיר שלי קיבל ההודעה צורה יפה  הוא טען שאני אנוכי שלא הודעתי שאני מחפש עבודה חדשה  שלא יהיה מספיק זמן לחפיפה  הודיע שמכתב המלצה ממנו  אני אקבל  כמובן שכעסתי נפגעתי ממנו  אני המנהל הישיר שלי עברנו המון יחד עבודה  מלשבת לבירה אחרי העבודה  לתרגילים צבאיים צפון שטח לשעות הלילה אני הוא  מיותר לציין  שהוא ראה הצד שלו  מהלך החודש  הרגשתי שמחפשים אותי פינה  נותנים אפשרות לצאת מוקדם  להגיע מאוחר גלל סיבות כאלה אחרות  בכלל מאוד קצרים איתי  לקחתי המנהל שלי לשיחה  הודעתי שבצורת התנהגות שלו  הוא הורס חוויה שנים  שנים הללו עיצבו אותי  למי שאני היום  אפילו פרידה שקלתי לעשות  שהיה מאוד מקובל לעשות מקום העבודה  אחת כמה כמה לאחר פרק זמן כזה ארוך  שיגידו השנים היפות החיים  לאחר השיחה איתו  לאחר שהבהרתי שלא הייתי טוח שאני מתקבל למקום העבודה החדשה  דברים החלו להשתפר  הרגשתי קצת יותר נוח איתו  לדבר העבודה החדשה  סוף סוף הרגשתי שהוא מקבל שהחלטתי  ימים עברו  אנשים שאלו אותי לאן אני הולך לעשות  באחד הצוותים  המנהל צוות פנה אליי  אותי האם אני פתוח עדיין לשמוע הצעות עבודה חדשות  הגיע הטוויסט השיקול הכי גדול  קצת רקע  העבודה החדשה שקיבלתי  הגיע מהחבר הכי טוב שלי  למשרה שלא הייתה מובנית מאליו שאתקבל אליו  מכיוון שהם דרשו ניסיון פועל  היה  אבל גלל שהוא מאוד מוערך חברה  השם שלו עליי  החליטו לתת הזדמנות  חשוב לדעת להמשך הסיפור  אחרי שהמנהל מהצוות אחר הציע העבודה  התחלתי לשקול אותה  זאת  לעבור לתפקיד חדש אותה חברה שעבדתי שנים  היה משהו מאוד מפתה מבטיח  דיברתי חברי  הוא קיבל צורה טובה  שזה מאוד לגיטימי הגיוני  מאחר הוא סיכן שמו עבורי  שכבר חתמו איתי חוזה  היה מתקבל עין יפה אצלם  הלחץ התגבר  מכיוון שהימים עוברים  ההצעה המנהל מהעבודה הישנה עדיין עמדה  החוזר עמד להכנס לתוקף  ידעתי לעשות  לאחר התייעצויות רבות  המנהל הישיר שלי  המשפחה עצמי  החלטתי שמקום חדש יוכל לרענן אותי להכניס מוטיבציה  שאם נאמר האמת  הייתה מאוד חסרה  התחלתי העבודה החדשה  יום הראשון כבר פינקו אותי המון מתנות  לפטוף  מסך שולחן כיסא למשרד בית  עוד סכום גבוה כסף  שאקנה איתו שרק ארצה עבור המשרד  אני הייתי עננים  ההבדלים החברה הקודמת  לחברה החדשה  היו פעם מאוד ניכרים לעיני המשפחה החברים  היום אני שמח ההחלטה הזאת  שלא יתרתי לעצמי  יצאתי מהאיזור הנוח שלי  שאמליץ לכל אחד  שיתקל אותו שיקול כמו שאני נתקלתי,m
145,לפני חודש חצי קמתי בוקר כאבים חזקים מאוד  לאחר כמה שעות אחרי שלא הצלחתי להתעלם  לית רירה נאלצתי ללכת למיון לחוות סיוט חיי  הגענו למיון שעה 19 30 כבר נכנסנו הבנתי כמה כדאי לבוא לפה ימי קורונה  כולם לחוצים כולם צועקים בעיקר נחמדים  חיכיתי שעות תור לתור הכאבים החמירו היה למי לפנות לעזרה לקבל קצת יחס  הסברים משככי כאבים  כאב חשבתי שאני עומד למות  הבנתי איך כולם רואים מתייחסים אליי   איזה שהוא שלב החלטתי לקחת העניינים לידיים לחכות לדאוג לעצמי  אכן הצלחתי סוף סוף קיבלתי משככי כאבים  אחרי התור הבא השפתר  ניסיתי לשאול האח דלפק הוא אפילו הרים המבט  אותי משם  שלב הזה כבר איבדתי הסבלנות שלי לגמרי הבהרתי שהוא יגיד רגע מתי תורי לשמחתי אמת עבד  לאחר תקופה ארוכה פחות משאר ההמתנות  נכנסתי לצילום אחריו כמובן  להמתין עוד תור  חזרתי לאותו דלפק זזתי שקיבלתי יחס  מסתבר שהתוצאות כבר ממתינות שם  למרות שלא רור למי דיוק ממתינות  לקחתי אותן  מצאתי אחות נחמדה שפתחה ליבה העבירה אותי סוף סוף למחלקת המיון שבה סוף סוף יכולתי לשכב מיטת חולים לקבל עוד משככי כאבים  לאחר מספר דקות הגיע רופא  שבישר שאכנס קרוב לניתוח אני הרגשתי קודם הקלה  הקלה האישור לזה שבאמת כואב טוב שדאגתי לעצמי עוד הייתי ממתין תור כלשהו אחר  השעה הייתה 2 30 לילה הגיעה השעה לישון סוף סוף  עודי נכנס לחדר הניתוח בוקר שאחרי  נזכרתי שבעוד ימים דדים מבחן  תוך כדי הירדמות עוד תהיתי אולי אספיק להיבחן    התעוררתי לאחר כמה שעות  קצת מבולבל מבין איפה אני שלאט לאט נזכרתי השעות האחרונות  נכנסתי לבית חולים יום שלישי ערב כאבים חזקים יצאתי ממנו יום חמישי צהריים ללא התוספתן שלי כמובן שלא יכולתי לעשות המבחן ,m
146,יום אחד חבר שלי אני הלכנו להליכה שכונה  שמנו שיש הרבה דברים זרוקים רחוב היה ככל הנראה היום שבו מוציאים הדברים שאי אפשר לזרוק האשפה לרחוב כדי שהעירייה תבוא לאסוף זה  מהלך ההליכה שלנו ראינו מחשב נייד זרוק יחד כבל ההטענה שלו  המשכנו להסתובב ראינו עוד מיני דברים זרוקים  חשבנו שאולי אפשר לתקן אותם למכור  לקחנו שתי שידות החלטנו לתקן אותן  ראינו שחסרות להן ידיות מסויימות חזרנו הביתה מנו השידות המחשב מחסן  לקחנו איתנו כלי עבודה כדי לפרק דברים מרהיטים אחרים שיכולים להתאים לתיקון השידות שמצאנו  חיפשנו הדברים הזרוקים ידיות שיתאימו לשידות שלו  סוף מצאנו ידיות מתאימות  פירקנו אותן  הרכבנו אותן השידות שמצאנו  מהלך ההליכה שלנו שמנו שאנחנו היחידים שעושים זה  היו עוד אנשים שידעו היום שבוע שבו מוציאים הדברים האלה לרחוב  לאסוף דברים שהם חשבו שיש להם ערך מסויים  הסתובבו שכונה משאיות העמיסו הדברים שהם ראו לנכון להעמיס  חבר שלי פרסם השידות שתיקנו היו הרבה הצעות  סוף החבר שלי מחר שידה שבעים שקל לאנשים ממקומות שונים  אחרי שסיימנו השידות הסתקרנו לראות המחשב הנייד עדיין תקין לקחנו אותו לבית חבר שלי כדי לבדוק המצב שלו  חיברנו אותו לחשמל חיכינו קצת שתהיה מספיק סוללה כדי להדליק אותו  להפתעתנו המחשב נדלק  זמן שהוא עלה התלבטנו נמצא עליו  מחקו הכל מהמחשב  יהיו עליו דברים מעניינים  כלל נוכל לפתוח אותו אולי הוא חסום ע י סיסמא  המחשב עלה הייתה שום סיסמא לשמחתנו  שולחן העבודה היו הרבה דברים  קצת תיקיות דברים סיסיים מאוד  נכנסנו לתיקיות מצאנו מיני דברים הבעלים הקודמים המחשב  תמונות  קורות חיים  מסמכים למיניהם  הופתענו שזרקו ככה המחשב לרחוב למחוק ממנו הדברים האלה  ניסינו להתקשר לבעלים הקודמים המחשב אבל ענו ,m
147,לפני כחודשיים החלטתי לחבר הבית סבתא שלי לכבלים אינטרנט לחברת הוט היום היא היתה רואה טלוויזיה הממיר זול כזה שקולט ערוצים  החווית שירות מהוט התחלה היתה מהירה מאוד  אדיבה חברותית  הציעו תוכנית עלות נמוכה הערוצים שסבתא שלי אוהבת שאר הערוצים יהיו חסומים  הגיע הטכנאי להתקין הממיר בית  הוא הגיע ממירים  אותי איפה לשים הממיר השני   אמרתי שהזמנתי אחד הוא אמר  אוקיי   אתה יודע אני אשים הנוסף יהיה ללא עלות  אמרתי שזה נחמד מאוד מצידו  לאחר שבועיים הגעתי לבית סבתא שלי ראיתי שהאינטרנט עובד טוב התקשרתי אליהם  לאחר דקות הקו ענו אמרו שזו תקלה איזורית נתקו השיחה פרצוף  התחלתי להרגיש שמשהו כנראה טוב קרה עסקה הזו  החשבונית החודשית הגיעה במקרה גיליתי שמחייבים סבתא שלי הערוצים שקיימים חברת הוט  הממיר השני בנוסף שירות תיקונים הבית מיותר לציין שאת הדברים האלה ידעתי חתמתי עליהם  מסתבר שהנציגה הוט התקשרה לסבתא שלי שהיא מבוגרת בקושי מבינה שמדברים איתה  שעה מאוחרת היום גרמה להסכים לכל התוספות האלו שהכפילו המחיר העסקה  התקשרתי להוט עצבים אמרתי להם שיבואו לקחת המכשירים שלהם  פירקתי אותם מתי אותם רחוב  כעבור יומיים שלמים נציג כיר חברת הוט התקשר להתנצל פני המקרה טען הנציגה שעשתה פוטרה עקבות כך  אני כמובן שלא האמנתי אמרתי שיהיה לכם הצלחה ככה מתנהלת חברה עבריינית  כמובן ממשיכים להתקשר אליי סיס יומי ממספרים חסויים מטרידים אותי ללא הפסקה  פעולה לעצור הצליחה  לכן הצעד הבא שלי הוא תביעה משפטית מסודרת כלפי החברה כמו עוד המון תביעות שמתנהלות כלפי חברות כאלה שמרמות הגיל השלישי מנצלות אותם ,m
148,השנה הייתי אמור להתחתן ההכנות הלחץ המקביל הלימודים המשרה המלאה עבודה היו שיאם למדתי לעשות הכל מקביל לדאוג לקום מוקדם לעבודה לצאת ללימודים להגיע דיוק שהמרצה אומר שלום לכולם לחזור לדירה משותפת אישה לדאוג ליחס אפילו למטלות הבית נוסף תחביבים שהצלחתי לשלב לשחק סוני ללמוד דברים חדשים אפילו עסקים קטנים  מהצד  נכון ישנתי הרבה אבל הכל עבד כמו שצריך לזנוח שום פרמטר הבעיה האמיתית התחילה כאשר הקורונה נכנסה לתמונה נאלצנו לדחות החתונה פאניקה גדולה נכנסה הזוגיות שלנו עמדה מבחן הכי קשה שידענו לדחות להתחתן רבנות לאחר המון ריבים יכוחים הבנות החלטנו שאנחנו יותר חזקים מזה נאלצנו לדחות הכל הספקים התאריך ההזמנות התפירות העומס גדל אפילו יותר ממה שהיה קודם לכן כמעט נשברנו לאחר שלושה חודשים החלטנו לדחות שוב ראינו שהקורונה משאירה לנו הזדמנות אחרת ניהיה מתוח מדי תקופה מבלבלת שאי אפשר לברוח ממנה לקראת התאריך המיוכל זוגתי לשעבר אני נפרדנו נוצרה עיה חמורה מבחינה משפחתית שלא איפשרה לחתונה הזו להתקיים לאחר שנות זוגיות שברובן גרנו יחד לאחר הקשים הדברים הקשים שהתגברנו עליהם הפרדנו כוחות הלכנו איש לדרכו הלימודים כבר היו מעמסה העבודה כבר הייתה מרכזית ראשי נוצר סכסוך גדול נינו להפרדת חשבונות יציאה לדרך חדשה נפרד המון כאב אכזבה תקופה קשה מאוד מסתכלים לאחור רואים שהכל לטובה הכרתי מישהי חדשה שכבר מרגישה זוג תיקה חזרתי ללמוד בעבודה אני פורח סופו דבר שצריך לקרות קורה נרצה מנסיוני התחלה קשה אבל אחר אתה מבין כמה הערכת המושגים  אושר   מרגוע  חייך,m
149,לפני שנה אני חברה הכי טובה שלי החלטנו שאנחנו צריכות לטוס יחד לחול  לבלות פינג  שבוע לקח לנו לבחור מדינה  עדיפויות שלנו שונות לגמרי  סוף החלטנו שזה יהיה גאורגיה  זול  אוכל מטורף טבע מדהמה יופי שלה  עוד שבוע רבנו האם לקחת דירה להשכרה מלון  אני ניצחתי מלון  לדעתי יותר יטחותי חול  אלכנו למשרד נסיות  סגרנו הכל איתם טיסה  טראנספר לבית מלון מלון עצמו לילות  נשאר לחכות חודש לתאריך טיסה  אבל קורונה הגיעה לארץ היפה שלנו הכל התבטל ,m
150,לאחרונה גברו הלחצים מצד הילדים שלנו להביא כלב לבית  עמידה איתנה אישתי סרובה להכניס כלב לבית הצליחו הילדים אחת הימים לשכנע אותה הוחלט לחפש כלב  אני החלטתי שאני לוקח צעד אחד אחורנית נותן לאישתי לנהל האופרציה חיפוש הכלב הבאתו לבית  החלטה זאת נבעה מניסיון העבר שבו אני לקחתי החלטה הבאתי כלב לבית למרות התנגדותה הנחרצת אישתי דבר שהביא ליחס מאד מצד אישתי לכלב ריחוק תחושת דיכאון לאחר כחצי שנה הוחלט שאנחנו מוסרים אותו עיקר לאחר שהבנתי שהמצב מצד אישתי הולך להשתנות היא תתחבר לכלב  לכן הפעם אמרתי אתם רוצים כלב אמא תביא לכם אני מתנגד  אני הולך להוציא אותו לטיולים לחיסונים כלום דבר אתם עושים הכל לפעמים אני יעזור יותר מידי  זאת מנת לתת לאישתי תחושת החיבור השייכות לכלב שאמור להגיע  לאחר זמן חיפושים נרחבים רחבי הרשת לאחר הגדרה מפורטת אישתי לסוג הכלב שאמור להגיע כלב קטן  לבן חמוד  נמצאו כמה מועמדים שענו הגדרה ינהם היו כלבים מסוג פיקינז  קווליר קינג צארלס  פומרניין  שפיץ  לאחר חינה התקשרות המוכרים הוחלט להביא כלב מסוג קווליר קינג צארלס  הנסיעה הארוכה לבעלי הכלב הייתה ארוכה מייגעת רצופה ציפייה התרגשות מצד הילדים  פחות מאישתי חחחח  לאחר הגעה ליעד קביעת מיקום המפגש הגיע הרגע  יצאנו מהרכב לכיוון רכב הבעלים הכלב הוא היה גור קטן לבן כתמים חום  הראש האופייני לכלבי קווליר קינג צארלס איזור ערובת העין צבוע חום כאשר אמצע עובר לבן  אוזניים גדולות נפולות שיער מעט מקורזל האוזן  לאחר תידרוך קצר מצד הבעלים יצאנו לדרך חזרה לבית מלווים דייר חדש  הנסיעה הייתה רעשנית התלהבות רבה מצד הילדים הרבה צעקות מריבות יחזיק הכלב נסיעה הגענו לבית ההתרגשות הייתה שיאה ילד יקש להוציא הכלב לטיול לעשות צרכיו להאכיל אותו התחילה משימת מציאת השם שינתן לגור החמוד  ניזרקו לאוויר הרבה שמות התקבלה החלטה לגבי השם  חלוף הימים התלהבות התרגשות יטפל גור דעכה הוחלפה מריבות למה אני הוא  אני הייתי איתו בוקר עכשיו תורו    כו   ההבטחות מצב הילדים לגבי הטיפול השוטף התמוססו אישתי נישארה שלה לגבי הרגשת הדיחוי הריחוק מכלבים מצא עצמו אוסקר  זה השם שניתן לבסוף  בית המשפחה עטוף חום המשפחה למעט אישתי ,m
151,ילדותי גיל אבא שלי קיבל הצעת עבודה ארצות הברית  לאחר התלבטות קשה ההורים הוחלט לקבל ההזדמנות  אני זוכרת שההורים עשו איתי המון שיחות הכנה המעבר ההתחלה החדשה הזרה שהולכת להיות פשוטה  סופו דבר ערך שנה אחרי כאשר חגגתי יום הולדת עשר עברנו המשפחה לארצות הברית  הפרידה מסבא סבתא  הדודים החברים הייתה קשה מאוד  הצטערתי החלטת העזיבה ההורים שלי קיבלתי זה  לאחר המעבר גרנו פילדלפיה אשר נמצאת פנסילבניה משך שנתיים לאחר מכן עברנו לסאן פרנסיסקו שבקליפורניה לשלוש שנים  המעבר הראשוני היה פשוט  ניתקתי קשר החברים שלי הייתי צריכה להכיר אנשים מחדש  להתחיל ספר חדש  שפה חדשה  אני זוכרת שממש חששתי מהשינוי  ידעתי איך יקבלו אותי בית הספר החדש  שנת הלימודים התחילה כחודש ערך לאחר המעבר  ממש חששתי לפני היום הראשון בית הספר אבל אני זוכרת שברגע שנכנסתי לכיתה קיבלו אותי לונים  חבריי לכיתה היו ממש נחמדים המורה חיבקה אותי אמרה welcome  חברי הכיתה המורים ניסו לגרום להרגיש נוח  המעבר היה הרבה יותר טוב משציפיתי  ישר התחברתי לחברות למדתי השפה  אני זוכרת שאמא רשמה אותי לחוג ריקוד לאחר שעות הספר הכרתי נות ממש חמודות שהפכו להיות כמו משפחה שבילי  לצערי אחרי שנתיים עברנו לקליפורניה שוב התחלתי מחדש הפעם ידעתי לקראת אני הולכת  מנוסה יותר בוגרת יותר אפילו שמרתי הבנות קשר  אהבתי התקופה קליפורניה הרבה יותר  מזג האוויר היה חמים יותר אפילו חוף הים היה קרוב אלינו  מבחינה לימודית היה יותר קשה מאשר בית הספר הקודם מבחינה חברותית היה אפילו טוב יותר  לאחר שלוש שנים נפלאות קליפורניה  חזרנו לארץ  סוף החוויה יכולתי לומר מלא החוויה הזו הייתה משמעותית יותר עבורי  הכרתי תרבויות חדשות  חברים חדשים שאיתם שומרת קשר היום כמובן למדתי השפה האנגלית צורה הטובה יותר שאני טוחה שזהו כלי שיתרום הרבה חיים ,f
152,מהלך שלושת החודשים האחרונים עוברת עליי תקופה פשוטה  למעשה  הכל התחיל כמה ימים לפני תחילת השנה החדשה  האירוע הראשון שהיה מטלטל עבורי הוא סיום הקשר זוגתי חמשת השנים האחרונות  אותו קשר הסתיים צורה הזוייה ללא התראה מוקדמת השאיר אחריו  ר  ענק חוסר ודאות פחד מהעתיד שצפוי לכל אחד נפרד  שבועיים לאחר סיום הקשר מצאתי עצמי יושב חדר השינה שלי כאבים נוראיים מאזור המותניים  למשך לילה שלם הסתובבתי סהרורי רהיטי הבית תוך התפללות שהכאבים יפסיקו  לאחר שלקחתי מספר כדורים הצלחתי להירדם  כאשר הגיע הבוקר הכאבים הנוראיים חזרו החמירו כמובן שאימי נשארה אדישה למראה הסבל שלי מיד לקחה אותי למיון בית החולים איכילוב  לאחר מספר דיקות כמות קטנה משכחי כאבים הגיע אליי רופא מומחה ממחלקת אורולוגיה בישר שישנה אבן גודל גרעין לימון שיוצרת חסימה דרכי השתן אני מוכרח לעבור ניתוח חירום אופן מידי  עודי דרך לחדר הניתוח רצות מחשבות ראשי חיי שעוברים להם מהר מהמצופה החיים אינם צפויים ניתנים לתכנון  סיום הניתוח התבשרתי עקבות זיהום שנוצר אזור הכליות עליי להישאר השגחה למשך שבוע ימים  תוך קבלת אנטיביטיקה לווריד פעמים יום  מהלך השהות שלי אשפוז חשבתי רבות זוגתי לשעבר עברנו יחד שעדד ראש הוא שעליי לקחת חיי ידיים לצאת לדרך חדשה כפי שהבנתי שום דבר הוא לנצח עליי לנצל רגע חיי למען עצמי ,m
153,חודש שעבר פורים היה לאח החורג הקטן שלי יום הולדת 14  גרים מועצה אזורית מרכז שכונה קרקע  התוכנית הייתה להתאסף המשפחה חברים השעה מאחר היה סגר לילי שהיה נכנס לתוקף לילה למשך החג  הגעתי אליהם סביבות הבוקר  הצהריים היו הכנות לחגיגה  השעה ה 8 כולם התפזרו מנת לקחת סיכונים אני נשארתי לישון אצלם אותו הערב מאחר אני רחוק הייתי מספיק לחזור הביתה זמן לקראת הלילה כולנו כבר התקפלנו לישון  לקראת השעה אחת לילה אני מתעורר מרעש חזק מהשכנים מגלה שכל הבית כבר הספיק לקום הרגליים קולטים שיש מסיבה ענקית נוער שנראים סביבות הגילאים 16 18  אבא שלי מושיב אותי לשעת סיפור מגלה שישיבות כאלה קורות סיס קבוע השעות הקטנות הלילה הבוקר מאחר ההורים דרך כלל גרים בית אחר שלהם  שקורה שהרבה פעמים אחי יורד למטה מבקש מהם להיות שקט  לפעמים נענים לפעמים ממשיכים שלהם תוך כדי זריקת קללות עלבונות אחי  אחי הציע שוב לרדת לדבר איתם יחד איתי אבל אבא שלי היה טוח מאחר שהם היו הרבה יותר שתוים מהרגיל הציע סוף סוף להתקשר למשטרה פעם הראשונה מנת שהם ילמדו לקח מיוחד שעל ההנחיות היה מדובר קנס 5000 ש ח עבור שעובר ההנחיות  אחרי קצת התייעצות הוחלט לעשות זאת המשטרה הגיע צורה מפתיעה מהר לאחר ך 15 דקות  ראינו דרך החלון קומה השנייה איך חלק מהילדים התחילו להתחבא רחבי הבית נערים דיברו המשטרה  אנחנו היו צמודים הראש לחלון שביל להקשיב לשיחה בהתחלה המשטרה יקשה תעודות זהות היה דיבור קנס לכל המשתתפים  אבל שמנו שהם ממשיכים לדבר אחרי דקות דיבורים התחלנו להבין ששום קנס יהיה הכל היה סתם מילים אוויר בסוף המשטרה נפרדה מהם אמרה להם להתפזר  לאחרי שהמשטרה נסעה ראינו איך חלק הילדים יוצאים ממקומות מחבוא איך חלקם עצבים מנסים להבין הלשין עליהם תוך כדי מבטים תכופים אליהם הצלחנו להבין שלא היה להם קשה להבין היה המלשין  למרות הכל רוב החברה התפזרו אנחנו בית התקפלנו שוב לישון  פתאום שעה אחרי שלוש לילה אנחנו שומעים חזק קומה השנייה רואים חלון מנופץ אבן גדולה ליד  אבא שלי עוד פעם נכנס לסרטים להתקשר שוב למשטרה היה להבין עשה אבל מחשש שתהיה פתיחת חזית השכנים האלה שעושים הישיבות האלה סיס קבועה  הוחלט לוותר ללכת לדבר איתם אפילו   אבא שלי שילם 600 ש ח תיקון החלון  כמו פרייאר ,m
154,קרה יום שבת חורפי  קמתי שעה מוקדמת מנת להגיע הכנסת זמן לתפילת השחרית  קמתי סביבות השעה שטפתי פנים צחצחתי שיניים  לאחר מכן הכנתי לעצמי כוס קפה חלב מנת להתעורר כמו שצריך  כל אני שותה קפה   לאחר מכן התלבשתי יצאתי הכנסת  הגעתי הכנסת דיוק שעה שהתחילה התפילה התפילה התנהלה צורה הרגילה ללא שום דבר יוצא דופן  לקראת סיום התפילה שמעתי קולות רקים רעמים רעש גשם  ידעתי כיצד אחזור הביתה יורד גשם חזק  הגעתי למסקנה עליי להישאר בית הכנסת אשר יפסק הגשם ארוץ יתי מנת שלא יתחיל הגשם עוד פעם  לאחר ך 40 דקות הגשם פסק  יצאתי יתי ריצה קלה  למזלי הגעתי הביתה ללא טיפת גשם אחת גדיי  לאחר מכן עליתי מדרגות דפקתי דלת  עברה כדקה אני רואה שאין מענה  דפקתי שנית אמרתי שאולי הוריי שמעו דפיקת הדלת פעם השנייה היה מענה  הגעתי למסקנה ככל הנראה הורי יצאו מהבית עליי להבין לאן הלכו  לפתע נזכרתי אמרו יום לפני קיים מצב ילכו לסבא סבתא לאחר תפילת השחרית כחתי זאת  ירדתי מדרגות מנת ללכת סבא סבתא לפתע אני רואה התחיל לרדת גשם עוד פעם  חיכיתי ך 20 דקות מנת שהגשם יפסק לאחר מכן הלכתי ריצה קלה עבר סבתי סבי  דרך אליהם הגיע רכב שנסע מהירות ככל הנראה שהייתי מדרכה ליד בלי לשים השפריץ עליי כמות מים אדירה אשר הרטיבה גופי  הייתי עצבני שהוא עשה הגעתי סבתי סבי מבואס מדוכא  כמובן שהוריי אכן היו זאת הייתה טעות שלי ששכחתי שהם אמרו שהם ילכו אליהם יאס אותי ממש  מיוחד מהמקרה שנרטבתי כולי גלל המכונית שהשפריצה עליי הכל לטובה ,m
